Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
193.766,TraderOne,Tick,1095,1055,40,-40,150000,150500,21329,-45529,-57529,OK
194.047,TraderOne,Tick,1095,1055,40,-40,150000,150500,21329,-45529,-57529,OK
194.313,TraderOne,Tick,1095,1065,30,-30,150100,150500,21179,-53379,-62379,OK
194.516,TraderOne,Tick,1095,1065,30,-30,150100,150500,21179,-53379,-62379,OK
194.704,TraderOne,Tick,1095,1065,30,-30,150100,150500,21179,-53379,-62379,OK
195.0,TraderOne,Tick,1095,1065,30,-30,150100,150600,21179,-53379,-62379,OK
195.282,TraderOne,Tick,1095,1065,30,-30,150100,150600,21179,-53379,-62379,OK
195.454,TraderOne,Tick,1095,1065,30,-30,150100,150600,21179,-53379,-62379,OK
195.813,TraderOne,Tick,1095,1065,30,-30,150100,150600,21179,-53379,-62379,OK
196.047,TraderOne,Tick,1095,1065,30,-30,150100,150600,21179,-53379,-62379,OK
196.297,TraderOne,Tick,1095,1065,30,-30,150100,150600,21179,-53379,-62379,OK
196.516,TraderOne,Tick,1105,1065,40,-40,149800,150600,21029,-50229,-62229,OK
196.75,TraderOne,Tick,1105,1065,40,-40,149800,150100,21029,-50229,-62229,OK
196.954,TraderOne,Tick,1105,1065,40,-40,149800,150000,21029,-50229,-58229,OK
197.25,TraderOne,Tick,1105,1065,40,-40,149800,150000,21029,-50229,-58229,OK
197.5,TraderOne,Tick,1105,1075,30,-30,149500,150000,21328,-54528,-63528,OK
197.797,TraderOne,Tick,1105,1075,30,-30,149500,149800,21328,-54528,-63528,OK
197.954,TraderOne,Tick,1105,1075,30,-30,149500,149600,21328,-54528,-57528,OK
198.235,TraderOne,Tick,1105,1085,20,-20,149500,149700,21627,-56827,-60827,OK
198.563,TraderOne,Tick,1105,1095,10,-10,149500,149500,21926,-59126,-59126,OK
198.813,TraderOne,Tick,1105,1095,10,-10,149500,149500,21926,-59126,-59126,OK
198.954,TraderOne,Tick,1105,1105,0,0,149500,149500,22225,-61425,-61425,OK
199.219,TraderOne,Tick,1105,1105,0,0,149500,149500,22225,-61425,-61425,OK
199.547,TraderOne,Tick,1105,1115,-10,10,149500,149500,22524,-61724,-61724,OK
199.719,TraderOne,Tick,1105,1115,-10,10,149500,149500,22524,-61724,-61724,OK
200.0,TraderOne,Tick,1105,1115,-10,10,149500,149500,22524,-61724,-61724,OK
200.219,TraderOne,Tick,1105,1115,-10,10,149500,149600,22524,-61724,-60724,OK
200.469,TraderOne,Tick,1105,1119,-14,14,149800,149600,22464,-61264,-64064,OK
200.797,TraderOne,Tick,1105,1119,-14,14,149800,149600,22464,-61264,-64064,OK
200.969,TraderOne,Tick,1105,1119,-14,14,149800,149600,22464,-61264,-64064,OK
201.297,TraderOne,Tick,1115,1129,-14,14,150000,149800,22614,-61414,-64214,OK
201.579,TraderOne,Tick,1115,1129,-14,14,150000,149800,22614,-61414,-64214,OK
201.704,TraderOne,Tick,1115,1129,-14,14,150000,150000,22614,-61414,-61414,OK
202.016,TraderOne,Tick,1125,1129,-4,4,149300,150000,22464,-63264,-62064,OK
202.297,TraderOne,Tick,1125,1129,-4,4,149300,150200,22464,-63264,-62064,OK
202.485,TraderOne,Tick,1135,1129,6,-6,150500,150200,22765,-64565,-62765,OK
202.75,TraderOne,Tick,1145,1129,16,-16,150500,150600,23066,-64866,-66466,OK
203.0,TraderOne,Tick,1147,1129,18,-18,150500,150600,23126,-64726,-66526,OK
203.25,TraderOne,Tick,1147,1129,18,-18,150500,150600,23126,-64726,-66526,OK
203.547,TraderOne,Tick,1147,1129,18,-18,150500,150600,23126,-64726,-66526,OK
203.782,TraderOne,Tick,1147,1129,18,-18,150500,150600,23126,-64726,-66526,OK
204.0,TraderOne,Tick,1147,1129,18,-18,150500,150600,23126,-64726,-66526,OK
204.25,TraderOne,Tick,1157,1129,28,-28,150400,150600,22976,-64576,-70176,OK
204.5,TraderOne,Tick,1157,1129,28,-28,150400,150600,22976,-64576,-70176,OK
204.782,TraderOne,Tick,1157,1129,28,-28,150400,150600,22976,-64576,-70176,OK
204.985,TraderOne,Tick,1166,1129,37,-37,150000,150100,22841,-64441,-68141,OK
205.282,TraderOne,Tick,1166,1139,27,-27,149700,149700,23140,-66740,-66740,OK
205.532,TraderOne,Tick,1166,1149,17,-17,150400,149700,22990,-68590,-65190,OK
205.75,TraderOne,Tick,1166,1149,17,-17,150400,149700,22990,-68590,-65190,OK
205.985,TraderOne,Tick,1166,1149,17,-17,150400,149800,22990,-68590,-63490,OK
206.297,TraderOne,Tick,1166,1159,7,-7,150300,149800,22840,-69440,-67340,OK
206.532,TraderOne,Tick,1166,1159,7,-7,150300,149800,22840,-69440,-67340,OK
206.735,TraderOne,Tick,1166,1159,7,-7,150300,149800,22840,-69440,-67340,OK
207.0,TraderOne,Tick,1166,1159,7,-7,150300,149800,22840,-69440,-67340,OK
207.297,TraderOne,Tick,1166,1159,7,-7,150300,149800,22840,-69440,-67340,OK
207.516,TraderOne,Tick,1166,1159,7,-7,150300,149800,22840,-69440,-67340,OK
207.704,TraderOne,Tick,1166,1159,7,-7,150300,149800,22840,-69440,-67340,OK
208.016,TraderOne,Tick,1166,1159,7,-7,150300,149800,22840,-69440,-67340,OK
208.297,TraderOne,Tick,1176,1159,17,-17,149200,149800,22690,-69290,-74390,OK
208.532,TraderOne,Tick,1176,1169,7,-7,149800,149800,22540,-70140,-70140,OK
208.704,TraderOne,Tick,1176,1169,7,-7,149800,149800,22540,-70140,-70140,OK
208.985,TraderOne,Tick,1176,1169,7,-7,149800,149800,22540,-70140,-70140,OK
209.266,TraderOne,Tick,1176,1169,7,-7,149800,149800,22540,-70140,-70140,OK
209.547,TraderOne,Tick,1176,1169,7,-7,149800,149800,22540,-70140,-70140,OK
209.75,TraderOne,Tick,1176,1179,-3,3,150300,149800,22390,-69990,-70890,OK
210.047,TraderOne,Tick,1176,1179,-3,3,150300,149800,22390,-69990,-70890,OK
210.25,TraderOne,Tick,1176,1179,-3,3,150300,149800,22390,-69990,-70890,OK
210.5,TraderOne,Tick,1176,1179,-3,3,150300,149800,22390,-69990,-70890,OK
210.75,TraderOne,Tick,1176,1179,-3,3,150300,149800,22390,-69990,-70890,OK
211.032,TraderOne,Tick,1176,1189,-13,13,150400,149900,22240,-68840,-72740,OK
211.266,TraderOne,Tick,1176,1198,-22,22,150200,149900,22510,-66410,-73010,OK
211.485,TraderOne,Tick,1176,1198,-22,22,150200,149900,22510,-66410,-73010,OK
211.75,TraderOne,Tick,1186,1198,-12,12,149900,149600,22360,-72260,-74660,OK
212.016,TraderOne,Tick,1196,1198,-2,2,149100,149600,22210,-74110,-73710,OK
212.266,TraderOne,Tick,1206,1198,8,-8,149700,149700,22509,-75409,-75409,OK
212.5,TraderOne,Tick,1206,1198,8,-8,149700,149700,22509,-75409,-75409,OK
212.704,TraderOne,Tick,1206,1208,-2,2,150200,149700,22359,-74259,-74659,OK
213.016,TraderOne,Tick,1206,1208,-2,2,150200,149700,22359,-74259,-74659,OK
213.297,TraderOne,Tick,1206,1208,-2,2,150200,149300,22359,-74259,-74659,OK
213.5,TraderOne,Tick,1206,1208,-2,2,150200,149300,22359,-74259,-74659,OK
213.797,TraderOne,Tick,1206,1208,-2,2,150200,149300,22359,-74259,-74659,OK
214.016,TraderOne,Tick,1206,1208,-2,2,150200,149300,22359,-74259,-74659,OK
214.25,TraderOne,Tick,1206,1208,-2,2,150200,149300,22359,-74259,-74659,OK
214.5,TraderOne,Tick,1206,1208,-2,2,150200,149600,22359,-74259,-74659,OK
214.766,TraderOne,Tick,1206,1208,-2,2,150200,149600,22359,-74259,-74659,OK
215.032,TraderOne,Tick,1206,1208,-2,2,150200,149600,22359,-74259,-74659,OK
215.297,TraderOne,Tick,1206,1208,-2,2,150200,149600,22359,-74259,-74659,OK
215.469,TraderOne,Tick,1206,1208,-2,2,150200,149600,22359,-74259,-74659,OK
215.766,TraderOne,Tick,1206,1208,-2,2,150200,149600,22359,-74259,-74659,OK
216.032,TraderOne,Tick,1212,1208,4,-4,149300,149600,22269,-74769,-75569,OK
216.204,TraderOne,Tick,1212,1208,4,-4,149300,149600,22269,-74769,-75569,OK
216.516,TraderOne,Tick,1212,1208,4,-4,149300,149400,22269,-74769,-75169,OK
216.75,TraderOne,Tick,1212,1208,4,-4,149300,149700,22269,-74769,-75569,OK
217.032,TraderOne,Tick,1222,1208,14,-14,149100,150000,22568,-73068,-77268,OK
217.25,TraderOne,Tick,1232,1208,24,-24,149500,150000,22867,-69367,-76567,OK
217.547,TraderOne,Tick,1242,1208,34,-34,149500,150100,23166,-65666,-75866,OK
217.75,TraderOne,Tick,1245,1208,37,-37,149700,150100,23256,-64556,-75656,OK
218.016,TraderOne,Tick,1245,1208,37,-37,149700,149900,23256,-64556,-71956,OK
218.25,TraderOne,Tick,1245,1208,37,-37,149700,149900,23256,-64556,-71956,OK
218.454,TraderOne,Tick,1245,1208,37,-37,149700,149900,23256,-64556,-71956,OK
218.735,TraderOne,Tick,1245,1208,37,-37,149700,149900,23256,-64556,-71956,OK
219.032,TraderOne,Tick,1245,1218,27,-37,150500,149900,23106,1432594,-58306,OK
219.297,TraderOne,Tick,1245,1218,27,-27,150500,149900,23106,-67406,-59306,OK
219.5,TraderOne,Tick,1245,1228,17,-17,150400,149900,22956,-69256,-64156,OK
219.735,TraderOne,Tick,1245,1228,17,-17,150400,149900,22956,-69256,-64156,OK
220.016,TraderOne,Tick,1245,1238,7,-7,150500,149900,22806,-70106,-68006,OK
220.25,TraderOne,Tick,1245,1238,7,-7,150500,149900,22806,-70106,-68006,OK
220.454,TraderOne,Tick,1245,1238,7,-7,150500,149900,22806,-70106,-68006,OK
220.813,TraderOne,Tick,1245,1238,7,-7,150500,149900,22806,-70106,-68006,OK
221.0,TraderOne,Tick,1245,1248,-3,3,150500,150000,22656,-69956,-70856,OK
221.204,TraderOne,Tick,1245,1248,-3,3,150500,150000,22656,-69956,-70856,OK
221.547,TraderOne,Tick,1245,1248,-3,3,150500,150100,22656,-69956,-70856,OK
221.704,TraderOne,Tick,1245,1248,-3,3,150500,150100,22656,-69956,-70856,OK
222.016,TraderOne,Tick,1245,1248,-3,3,150500,150100,22656,-69956,-70856,OK
222.313,TraderOne,Tick,1245,1248,-3,3,150500,150100,22656,-69956,-70856,OK
222.532,TraderOne,Tick,1245,1248,-3,3,150500,150100,22656,-69956,-70856,OK
222.719,TraderOne,Tick,1255,1248,7,-7,149500,150100,22506,-70806,-72906,OK
223.016,TraderOne,Tick,1255,1248,7,-7,149500,150000,22506,-70806,-72906,OK
223.266,TraderOne,Tick,1255,1258,-3,3,150100,150000,22806,-71106,-71406,OK
223.469,TraderOne,Tick,1255,1258,-3,3,150100,150000,22806,-71106,-71406,OK
223.75,TraderOne,Tick,1255,1268,-13,13,150200,150000,22656,-70956,-73556,OK
224.0,TraderOne,Tick,1255,1278,-23,23,150400,150000,22957,-69257,-76157,OK
224.297,TraderOne,Tick,1255,1284,-29,29,150400,150000,23137,-67037,-75737,OK
224.547,TraderOne,Tick,1255,1284,-29,29,150400,150000,23137,-67037,-75737,OK
224.75,TraderOne,Tick,1255,1284,-29,29,150400,149800,23137,-67037,-75737,OK
224.969,TraderOne,Tick,1255,1294,-39,39,150100,149400,23437,-63337,-71137,OK
225.235,TraderOne,Tick,1255,1294,-39,39,150100,149500,23437,-63337,-71137,OK
225.454,TraderOne,Tick,1255,1294,-39,39,150100,149500,23437,-63337,-71137,OK
225.719,TraderOne,Tick,1255,1294,-39,39,150100,149500,23437,-63337,-71137,OK
226.032,TraderOne,Tick,1265,1294,-29,29,149300,149500,23287,-67187,-61387,OK
226.204,TraderOne,Tick,1265,1294,-29,29,149300,149500,23287,-67187,-61387,OK
226.485,TraderOne,Tick,1265,1294,-29,29,149300,149500,23287,-67187,-61387,OK
226.797,TraderOne,Tick,1265,1304,-39,39,150300,149500,23137,-65037,-72837,OK
227.063,TraderOne,Tick,1265,1304,-39,39,150300,149500,23137,-65037,-72837,OK
227.25,TraderOne,Tick,1265,1304,-39,39,150300,149500,23137,-65037,-72837,OK
227.516,TraderOne,Tick,1275,1304,-29,29,150400,150200,23438,-69338,-75138,OK
227.766,TraderOne,Tick,1280,1304,-24,24,150500,150600,23588,-70988,-68588,OK
227.954,TraderOne,Tick,1290,1304,-14,14,150600,150800,23889,-70289,-67489,OK
228.266,TraderOne,Tick,1300,1304,-4,4,150600,150600,24190,-69590,-69590,OK
228.516,TraderOne,Tick,1310,1304,6,-6,150600,150600,24491,-68891,-68891,OK
228.719,TraderOne,Tick,1320,1304,16,-16,150600,150600,24792,-69192,-69192,OK
229.032,TraderOne,Tick,1324,1304,20,-20,150500,150600,24732,-68732,-70732,OK
229.266,TraderOne,Tick,1324,1304,20,-20,150500,150600,24732,-68732,-70732,OK
229.485,TraderOne,Tick,1324,1304,20,-20,150500,150600,24732,-68732,-70732,OK
229.75,TraderOne,Tick,1324,1304,20,-20,150500,150600,24732,-68732,-70732,OK
229.985,TraderOne,Tick,1324,1304,20,-20,150500,150600,24732,-68732,-70732,OK
230.297,TraderOne,Tick,1324,1304,20,-20,150600,150700,24732,-68732,-70732,OK
230.563,TraderOne,Tick,1324,1304,20,-20,150600,150700,24732,-68732,-70732,OK
230.75,TraderOne,Tick,1324,1304,20,-20,150600,150700,24732,-68732,-70732,OK
231.032,TraderOne,Tick,1324,1304,20,-20,150600,150700,24732,-68732,-70732,OK
231.313,TraderOne,Tick,1324,1304,20,-20,150600,150700,24732,-68732,-70732,OK
231.532,TraderOne,Tick,1324,1304,20,-20,150600,150700,24732,-68732,-70732,OK
231.797,TraderOne,Tick,1324,1304,20,-20,150600,150700,24732,-68732,-70732,OK
231.954,TraderOne,Tick,1324,1304,20,-20,150600,150700,24732,-68732,-70732,OK
232.25,TraderOne,Tick,1324,1304,20,-20,150600,150700,24732,-68732,-70732,OK
232.516,TraderOne,Tick,1324,1304,20,-20,150600,150700,24732,-68732,-70732,OK
232.766,TraderOne,Tick,1334,1304,30,-30,150600,150700,25033,-66033,-69033,OK
233.0,TraderOne,Tick,1334,1304,30,-30,150600,150700,25033,-66033,-69033,OK
233.25,TraderOne,Tick,1344,1304,40,-40,150700,151100,25335,-62835,-74835,OK
233.5,TraderOne,Tick,1344,1304,40,-40,150700,151100,25335,-62835,-74835,OK
233.735,TraderOne,Tick,1344,1304,40,-40,150700,151100,25335,-62835,-74835,OK
233.969,TraderOne,Tick,1344,1304,40,-40,150700,151100,25335,-62835,-74835,OK
234.266,TraderOne,Tick,1344,1304,40,-40,150700,151100,25335,-62835,-74835,OK
234.454,TraderOne,Tick,1344,1304,40,-40,150700,151200,25335,-62835,-74835,OK
234.75,TraderOne,Tick,1354,1304,50,-50,150700,151200,25636,-60136,-75136,OK
234.954,TraderOne,Tick,1364,1304,60,-60,150800,151200,25938,-55438,-73438,OK
235.204,TraderOne,Tick,1364,1314,50,-50,150900,151500,26240,-61740,-76740,OK
235.454,TraderOne,Tick,1364,1314,50,-50,150900,151500,26240,-61740,-76740,OK
235.75,TraderOne,Tick,1364,1324,40,-40,151100,151600,26089,-68589,-80589,OK
236.047,TraderOne,Tick,1374,1324,50,-50,151200,151600,26391,-63891,-78891,OK
236.204,TraderOne,Tick,1374,1324,50,-50,151200,151600,26391,-63891,-78891,OK
236.532,TraderOne,Tick,1374,1324,50,-50,151000,151600,26391,-63891,-78891,OK
236.719,TraderOne,Tick,1374,1334,40,-40,151200,151600,26240,-68740,-80740,OK
237.016,TraderOne,Tick,1384,1334,50,-50,151000,151600,26089,-64589,-79589,OK
237.266,TraderOne,Tick,1384,1334,50,-50,151000,151700,26089,-64589,-79589,OK
237.469,TraderOne,Tick,1384,1334,50,-50,151000,151700,26089,-64589,-79589,OK
237.797,TraderOne,Tick,1384,1334,50,-50,151000,151700,26089,-64589,-79589,OK
237.969,TraderOne,Tick,1384,1334,50,-50,151000,151700,26089,-64589,-79589,OK
238.235,TraderOne,Tick,1384,1334,50,-50,151000,151700,26089,-64589,-79589,OK
238.516,TraderOne,Tick,1384,1334,50,-50,151000,151700,26089,-64589,-79589,OK
238.782,TraderOne,Tick,1384,1334,50,-50,151000,151700,26089,-64589,-79589,OK
239.047,TraderOne,Tick,1384,1334,50,-50,151000,151700,26089,-64589,-79589,OK
239.297,TraderOne,Tick,1384,1334,50,-50,151000,151500,26089,-64589,-79589,OK
239.516,TraderOne,Tick,1384,1344,40,-40,151300,151500,25938,-69438,-77438,OK
239.704,TraderOne,Tick,1384,1344,40,-40,151300,151500,25938,-69438,-77438,OK
240.047,TraderOne,Tick,1384,1344,40,-40,151300,151500,25938,-69438,-77438,OK
240.297,TraderOne,Tick,1384,1344,40,-40,151300,151400,25938,-69438,-73438,OK
240.516,TraderOne,Tick,1384,1354,30,-30,151300,151400,25787,-72287,-75287,OK
240.719,TraderOne,Tick,1384,1354,30,-30,151300,151500,25787,-72287,-78287,OK
241.063,TraderOne,Tick,1386,1354,32,-32,151300,151500,25848,-71748,-78148,OK
241.266,TraderOne,Tick,1386,1354,32,-32,151300,151500,25848,-71748,-78148,OK
241.5,TraderOne,Tick,1386,1354,32,-32,151300,151500,25848,-71748,-78148,OK
241.766,TraderOne,Tick,1386,1354,32,-32,151300,151500,25848,-71748,-78148,OK
242.0,TraderOne,Tick,1396,1354,42,-42,150900,151500,25697,-68597,-81197,OK
242.297,TraderOne,Tick,1406,1354,52,-52,150800,151300,25546,-66446,-82046,OK
242.563,TraderOne,Tick,1406,1364,42,-42,150800,151300,25848,-71748,-84348,OK
242.813,TraderOne,Tick,1406,1364,42,-42,150800,151300,25848,-71748,-84348,OK
243.016,TraderOne,Tick,1406,1364,42,-42,150800,151300,25848,-71748,-84348,OK
243.266,TraderOne,Tick,1416,1364,52,-42,150800,151300,25697,-1580597,-83197,OK
243.454,TraderOne,Tick,1416,1364,52,-52,150800,151300,25697,-67597,-83197,OK
243.704,TraderOne,Tick,1416,1364,52,-52,150800,151300,25697,-67597,-83197,OK
243.969,TraderOne,Tick,1416,1364,52,-52,150800,151500,25697,-67597,-83197,OK
244.297,TraderOne,Tick,1416,1364,52,-52,150800,151500,25697,-67597,-83197,OK
244.5,TraderOne,Tick,1416,1364,52,-52,150800,151500,25697,-67597,-83197,OK
244.75,TraderOne,Tick,1416,1364,52,-52,150800,151500,25697,-67597,-83197,OK
245.0,TraderOne,Tick,1416,1364,52,-52,150800,151500,25697,-67597,-83197,OK
245.204,TraderOne,Tick,1416,1364,52,-52,150800,151400,25697,-67597,-83197,OK
245.547,TraderOne,Tick,1416,1374,42,-42,151000,151600,25546,-75446,-88046,OK
245.797,TraderOne,Tick,1416,1374,42,-42,151400,151800,25546,-75446,-88046,OK
245.969,TraderOne,Tick,1416,1374,42,-42,151400,151800,25546,-75446,-88046,OK
246.235,TraderOne,Tick,1416,1374,42,-42,151400,151800,25546,-75446,-88046,OK
246.469,TraderOne,Tick,1416,1374,42,-42,151400,151800,25546,-75446,-88046,OK
246.719,TraderOne,Tick,1416,1374,42,-42,151400,151800,25546,-75446,-88046,OK
247.047,TraderOne,Tick,1416,1374,42,-42,151400,152100,25546,-75446,-88046,OK
247.204,TraderOne,Tick,1426,1374,52,-52,151700,152100,25849,-68749,-84349,OK
247.532,TraderOne,Tick,1426,1374,52,-52,151700,152100,25849,-68749,-84349,OK
247.782,TraderOne,Tick,1426,1374,52,-52,151400,152100,25849,-68749,-84349,OK
248.047,TraderOne,Tick,1426,1374,52,-52,151400,152100,25849,-68749,-84349,OK
248.266,TraderOne,Tick,1426,1374,52,-52,151500,152100,25849,-68749,-84349,OK
248.469,TraderOne,Tick,1426,1374,52,-52,151500,152100,25849,-68749,-84349,OK
248.797,TraderOne,Tick,1426,1384,42,-42,151800,152100,25697,-73597,-86197,OK
248.985,TraderOne,Tick,1426,1384,42,-42,151800,152100,25697,-73597,-86197,OK
249.25,TraderOne,Tick,1436,1394,42,-42,152000,152500,25849,-76749,-89349,OK
249.5,TraderOne,Tick,1446,1404,42,-52,152400,152900,26001,1453099,-88501,OK
249.719,TraderOne,Tick,1456,1404,52,-52,152500,152800,26306,-73206,-88806,OK
249.985,TraderOne,Tick,1456,1414,42,-42,152400,152700,26611,-77511,-90111,OK
250.204,TraderOne,Tick,1456,1414,42,-42,152400,152700,26611,-77511,-90111,OK
250.5,TraderOne,Tick,1456,1424,32,-32,152600,152700,26459,-81359,-84559,OK
250.75,TraderOne,Tick,1456,1424,32,-32,152600,152700,26459,-81359,-84559,OK
251.016,TraderOne,Tick,1456,1424,32,-32,152600,152500,26459,-81359,-78159,OK
251.282,TraderOne,Tick,1466,1424,42,-42,152000,152500,26307,-78207,-90807,OK
251.454,TraderOne,Tick,1466,1424,42,-42,152000,152600,26307,-78207,-90807,OK
251.766,TraderOne,Tick,1466,1424,42,-42,152000,152500,26307,-78207,-90807,OK
252.063,TraderOne,Tick,1466,1424,42,-42,152000,152500,26307,-78207,-90807,OK
252.25,TraderOne,Tick,1466,1424,42,-42,152000,152500,26307,-78207,-90807,OK
252.5,TraderOne,Tick,1466,1424,42,-42,152000,152500,26307,-78207,-90807,OK
252.797,TraderOne,Tick,1466,1434,32,-32,152600,152500,26155,-82055,-78855,OK
252.985,TraderOne,Tick,1466,1434,32,-32,152600,152500,26155,-82055,-78855,OK
253.266,TraderOne,Tick,1466,1434,32,-32,152600,152500,26155,-82055,-78855,OK
253.5,TraderOne,Tick,1466,1434,32,-32,152600,152500,26155,-82055,-78855,OK
253.704,TraderOne,Tick,1466,1434,32,-32,152600,152500,26155,-82055,-78855,OK
254.0,TraderOne,Tick,1466,1434,32,-32,152600,152500,26155,-82055,-78855,OK
254.25,TraderOne,Tick,1466,1434,32,-32,152600,152500,26155,-82055,-78855,OK
254.485,TraderOne,Tick,1466,1434,32,-32,152200,152500,26155,-82055,-91655,OK
254.782,TraderOne,Tick,1466,1434,32,-32,152200,152500,26155,-82055,-91655,OK
254.969,TraderOne,Tick,1466,1434,32,-32,152200,152500,26155,-82055,-91655,OK
255.297,TraderOne,Tick,1466,1434,32,-32,152200,152500,26155,-82055,-91655,OK
255.454,TraderOne,Tick,1466,1434,32,-32,152200,152500,26155,-82055,-91655,OK
255.704,TraderOne,Tick,1466,1434,32,-32,152200,152500,26155,-82055,-91655,OK
256.047,TraderOne,Tick,1466,1434,32,-32,152200,152200,26155,-82055,-82055,OK
256.266,TraderOne,Tick,1466,1434,32,-32,152200,152000,26155,-82055,-75655,OK
256.547,TraderOne,Tick,1466,1434,32,-32,152200,152000,26155,-82055,-75655,OK
256.704,TraderOne,Tick,1466,1434,32,-32,152200,152000,26155,-82055,-75655,OK
256.969,TraderOne,Tick,1466,1434,32,-32,152200,152000,26155,-82055,-75655,OK
257.219,TraderOne,Tick,1476,1434,42,-42,151400,152000,26003,-78903,-91503,OK
257.485,TraderOne,Tick,1476,1434,42,-42,151400,152000,26003,-78903,-91503,OK
257.797,TraderOne,Tick,1476,1434,42,-42,151400,152000,26003,-78903,-91503,OK
258.0,TraderOne,Tick,1476,1434,42,-42,151400,152000,26003,-78903,-91503,OK
258.282,TraderOne,Tick,1476,1444,32,-32,151700,151900,25851,-82751,-89151,OK
258.485,TraderOne,Tick,1476,1444,32,-32,151700,151800,25851,-82751,-85951,OK
258.719,TraderOne,Tick,1476,1444,32,-32,151700,151700,25851,-82751,-82751,OK
258.954,TraderOne,Tick,1476,1454,22,-32,151700,151700,25699,1432401,-84599,OK
259.297,TraderOne,Tick,1476,1454,22,-22,151700,151600,25699,-85599,-83399,OK
259.516,TraderOne,Tick,1476,1454,22,-22,151700,151600,25699,-85599,-83399,OK
259.75,TraderOne,Tick,1476,1454,22,-22,151700,151600,25699,-85599,-83399,OK
260.0,TraderOne,Tick,1476,1454,22,-22,151700,151600,25699,-85599,-83399,OK
260.25,TraderOne,Tick,1486,1454,32,-32,151300,151600,25548,-83448,-93048,OK
260.5,TraderOne,Tick,1486,1454,32,-32,151300,151600,25548,-83448,-93048,OK
260.75,TraderOne,Tick,1486,1464,22,-22,151300,151800,25851,-86751,-93351,OK
261.0,TraderOne,Tick,1486,1464,22,-22,151300,151800,25851,-86751,-93351,OK
261.219,TraderOne,Tick,1486,1464,22,-22,151300,151800,25851,-86751,-93351,OK
261.547,TraderOne,Tick,1486,1464,22,-22,151300,151800,25851,-86751,-93351,OK
261.735,TraderOne,Tick,1486,1474,12,-12,152000,151800,25699,-88599,-86199,OK
262.047,TraderOne,Tick,1496,1474,22,-22,151700,151800,25547,-88447,-90647,OK
262.25,TraderOne,Tick,1506,1474,32,-32,151600,151800,25850,-86750,-93150,OK
262.454,TraderOne,Tick,1506,1474,32,-32,151600,151800,25850,-86750,-93150,OK
262.75,TraderOne,Tick,1506,1474,32,-32,151600,151800,25850,-86750,-93150,OK
262.954,TraderOne,Tick,1506,1474,32,-32,151600,151800,25850,-86750,-93150,OK
263.266,TraderOne,Tick,1516,1474,42,-42,151600,152200,26153,-83053,-95653,OK
263.469,TraderOne,Tick,1525,1474,51,-51,151600,152200,26426,-79726,-95026,OK
263.782,TraderOne,Tick,1525,1484,41,-41,151500,152200,26729,-85029,-97329,OK
264.016,TraderOne,Tick,1525,1484,41,-41,151500,152200,26729,-85029,-97329,OK
264.25,TraderOne,Tick,1525,1484,41,-41,151500,152200,26729,-85029,-97329,OK
264.469,TraderOne,Tick,1525,1484,41,-41,151500,152200,26729,-85029,-97329,OK
264.782,TraderOne,Tick,1525,1484,41,-41,151500,151800,26729,-85029,-97329,OK
265.047,TraderOne,Tick,1525,1484,41,-41,151500,151800,26729,-85029,-97329,OK
265.297,TraderOne,Tick,1525,1484,41,-41,151500,151800,26729,-85029,-97329,OK
265.516,TraderOne,Tick,1525,1484,41,-41,151500,151800,26729,-85029,-97329,OK
265.75,TraderOne,Tick,1525,1484,41,-41,151500,151800,26729,-85029,-97329,OK
266.016,TraderOne,Tick,1525,1494,31,-31,152100,151800,26577,-90877,-81577,OK
266.25,TraderOne,Tick,1525,1494,31,-31,152100,151800,26577,-90877,-81577,OK
266.5,TraderOne,Tick,1525,1500,25,-25,151800,151800,26486,-92586,-92586,OK
266.704,TraderOne,Tick,1525,1500,25,-25,151800,151800,26486,-92586,-92586,OK
267.0,TraderOne,Tick,1525,1500,25,-25,151800,152200,26486,-92586,-100086,OK
267.297,TraderOne,Tick,1525,1500,25,-25,151800,152200,26486,-92586,-100086,OK
267.454,TraderOne,Tick,1525,1500,25,-25,152100,152200,26486,-92586,-95086,OK
267.75,TraderOne,Tick,1525,1500,25,-25,152100,152200,26486,-92586,-95086,OK
267.954,TraderOne,Tick,1525,1500,25,-25,152100,152200,26486,-92586,-95086,OK
268.266,TraderOne,Tick,1535,1500,35,-35,152300,152200,26790,-90590,-87090,OK
268.516,TraderOne,Tick,1535,1500,35,-35,152300,152200,26790,-90590,-87090,OK
268.797,TraderOne,Tick,1535,1500,35,-35,152300,152600,26790,-90590,-101090,OK
268.954,TraderOne,Tick,1535,1500,35,-35,152300,152600,26790,-90590,-101090,OK
269.235,TraderOne,Tick,1535,1500,35,-35,152300,152600,26790,-90590,-101090,OK
269.454,TraderOne,Tick,1535,1500,35,-35,152300,153000,26790,-90590,-101090,OK
269.719,TraderOne,Tick,1543,1500,43,-43,152300,153000,27034,-87634,-100534,OK
269.954,TraderOne,Tick,1553,1500,53,-53,152100,153000,26882,-83482,-99382,OK
270.266,TraderOne,Tick,1553,1500,53,-53,152100,153000,26882,-83482,-99382,OK
270.485,TraderOne,Tick,1553,1500,53,-53,152100,152900,26882,-83482,-99382,OK
270.704,TraderOne,Tick,1553,1500,53,-53,152100,152900,26882,-83482,-99382,OK
